# ε=64
# n=1000000
data_index,key,slope,intercept
396179,69499300,0.31531202728078869,396155.89583876689
402615,69519990,0.27402202991919633,402559.29431917449
406766,69535100,0.30055487694102348,406729.60104736384
416273,69566630,0.31808988428071644,416331.40563944622
420830,69580980,0.30793750015442127,420768.6706231454
426616,69599750,0.33519608927932335,426582.74933583833
439220,69637240,0.38411941459750225,439215.30134680135
446260,69655750,0.33816366207140332,446321.85436550018
451123,69670140,0.33383282273679743,451066.85374227474
462580,69704430,0.33144383686582555,462593.23429482307
466287,69715770,0.31582335656282884,466286.365373161
472750,69736030,0.32744449279521668,472813.9315632012
481593,69763040,0.31414973425823049,481641.2806194029
489191,69787280,0.29059381254004214,489246.07085724854
493932,69803630,0.26365287157539869,493908.27956130077
498131,69819400,0.28297992893498511,498093.62706232594
501907,69832640,0.35873380407211901,501904.69623637485
510352,69856370,0.31894217009455933,510413.56842223407
516555,69875830,0.29595560937394531,516516.35340579725
522057,69894330,0.31913203160745421,522105.01098099348
526304,69907690,0.30917475630690773,526359.2257360987
533160,69929900,0.29770105188720941,533216.31167329621
540951,69956110,0.30328312897972341,540887.74493927126
546809,69975420,0.34907157230890751,546746.57056614655
550789,69986810,0.38233705035971223,550832.47447841727
557246,70003760,0.31422818321893823,557206.38258159406
560506,70014050,0.33067529991260825,560568.17373480575
566944,70033530,0.31119878084093155,566957.17680525402
579536,70073740,0.37736919300766284,579511.01936661877
586466,70092340,0.34896539065622067,586410.08423713534
593803,70113330,0.40331248366729328,593746.04818886088
596674,70120430,0.46041892720668019,596703.03896777846
603171,70134620,0.39663670314399861,603157.92667622025
608695,70148410,0.40023473425730722,608758.57988980716
614275,70162360,0.40386080453194547,614213.42953020134
617442,70170190,0.41695641325799359,617499.3832140204
624513,70187170,0.3781018981018981,624533.33306693307
631683,70206250,0.3556558915092328,631650.29280566335
638740,70226370,0.34669379502863359,638678.43234672304
642534,70237300,0.35522839444357019,642579.97198323343
648124,70253090,0.33556102458137586,648073.76013080177
654595,70272330,0.35068273901040481,654550.28910082821
659949,70287540,0.40327105767867404,659996.25677606884
664633,70299200,0.38925584607471254,664600.23587177264
671165,70315890,0.40962577160493827,671207.2505787037
675815,70327300,0.37601668783570784,675764.16785774404
679886,70338090,0.39653398143282536,679834.85433088106
688047,70358630,0.42318387427267982,688059.6371083103
695231,70375730,0.36407713131851063,695244.04054054054
705466,70403620,0.38970675808346611,705477.24486182866
717862,70435230,0.45341032032424807,717821.89954343078
729141,70460340,0.4525285702914454,729110.62287215292
738499,70480940,0.47866438437865305,738545.07876279314
742620,70489590,0.48437879439743774,742601.46903771691
747889,70500640,0.41936069395085789,747927.48532614926
754316,70515710,0.42783819326577476,754376.58807314547
764423,70539350,0.40212583859329419,764398.86331149745
779696,70577230,0.42497181021771186,779703.83493798248
789396,70599880,0.49179554322120514,789337.21861268399
793264,70607730,0.52264326700946419,793325.25408003577
798236,70617250,0.47917160847720774,798290.72064564539
803435,70628120,0.45300836688290572,803399.68909397663
816566,70657330,0.44381449649908345,816504.23150975148
824488,70675170,0.45442870035725723,824505.17401629492
832121,70691780,0.47298160173160173,832171.01125541126
836953,70702030,0.40644519743482943,836954.4622860638
843621,70718270,0.41552974987231043,843672.56607126157
850120,70733950,0.36636031435807091,850064.7957051035
855551,70748740,0.41598336638405727,855489.12416609667
862278,70764900,0.43661548399920493,862224.46998608627
868916,70780070,0.46512457865386706,868920.8111825652
874983,70792960,0.4825113080055134,875036.97221022988
882104,70807740,0.43430540464650657,882165.11933073702
887967,70821250,0.41273131222228472,887985.11409528095
894129,70836300,0.39560122804025243,894086.09913013815
899434,70849650,0.43390654104875663,899489.31290660461
906961,70867020,0.38845192827255225,906944.55502481786
918519,70896650,0.42548768895504701,918565.34152948853
927827,70918570,0.39507705399680727,927808.3523209372
933267,70932220,0.40695739502697631,933325.29292751583
936422,70939990,0.37653481498541379,936413.93534469522
945170,70963420,0.37357985392636906,945124.66661715597
951217,70979550,0.38698476956518592,951177.08488560889
957169,70994860,0.38659092310158186,957206.99474028136
967460,71021550,0.41308336941847729,967463.6405868718
977766,71046650,0.39434360895035052,977708.50398540286
982190,71057840,0.45624264705882353,982253.96875
986396,71067060,0.39058257631991328,986453.61571112132
994574,71088020,0.39049392017862741,994543.36643916604
